data;café_nome;quantidade;dinheiro;total_vendas;tipo_dinheiro;cartão
29/07/2024;Americano;2;23,02;46,04;cartao;ANON-0000-0000-0003
29/07/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0419
29/07/2024;Cappuccino;1;32,82;32,82;cartao;ANON-0000-0000-0420
29/07/2024;Hot Chocolate;6;32,82;196,92;cartao;ANON-0000-0000-0421
29/07/2024;Hot Chocolate;3;32,82;98,46;cartao;ANON-0000-0000-0421
29/07/2024;Cappuccino;1;32,82;32,82;cartao;ANON-0000-0000-0422
29/07/2024;Americano;8;23,02;184,16;cartao;ANON-0000-0000-0099
29/07/2024;Cocoa;9;32,82;295,38;cartao;ANON-0000-0000-0328
30/07/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0423
30/07/2024;Cortado;3;23,02;69,06;cartao;ANON-0000-0000-0424
30/07/2024;Cappuccino;10;32,82;328,2;cartao;ANON-0000-0000-0425
30/07/2024;Americano with Milk;8;27,92;223,36;cartao;ANON-0000-0000-0097
30/07/2024;Cortado;8;23,02;184,16;cartao;ANON-0000-0000-0141
30/07/2024;Americano with Milk;8;27,92;223,36;cartao;ANON-0000-0000-0276
30/07/2024;Latte;4;32,82;131,28;cartao;ANON-0000-0000-0250
30/07/2024;Americano;2;23,02;46,04;cartao;ANON-0000-0000-0426
30/07/2024;Espresso;9;18,12;163,08;cartao;ANON-0000-0000-0426
30/07/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0427
30/07/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0428
30/07/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0429
30/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0430
30/07/2024;Latte;4;32,82;131,28;cartao;ANON-0000-0000-0431
30/07/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0432
30/07/2024;Cortado;5;23,02;115,1;cartao;ANON-0000-0000-0433
30/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0433
30/07/2024;Espresso;10;18,12;181,2;cartao;ANON-0000-0000-0434
30/07/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0097
30/07/2024;Americano with Milk;3;27,92;83,76;cartao;ANON-0000-0000-0097
30/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0347
30/07/2024;Latte;1;32,82;32,82;cartao;ANON-0000-0000-0435
30/07/2024;Americano;7;23,02;161,14;cartao;ANON-0000-0000-0436
30/07/2024;Cappuccino;1;32,82;32,82;cartao;ANON-0000-0000-0436
31/07/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0423
31/07/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0437
31/07/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0437
31/07/2024;Americano;9;23,02;207,18;cartao;ANON-0000-0000-0388
31/07/2024;Americano;2;23,02;46,04;cartao;ANON-0000-0000-0388
31/07/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0276
31/07/2024;Cocoa;6;32,82;196,92;cartao;ANON-0000-0000-0384
31/07/2024;Latte;1;32,82;32,82;cartao;ANON-0000-0000-0384
31/07/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0438
31/07/2024;Cortado;10;23,02;230,2;cartao;ANON-0000-0000-0439
31/07/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0440
31/07/2024;Cortado;6;23,02;138,12;cartao;ANON-0000-0000-0441
31/07/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0009
31/07/2024;Cocoa;5;32,82;164,1;cartao;ANON-0000-0000-0442
31/07/2024;Cortado;7;23,02;161,14;cartao;ANON-0000-0000-0443
31/07/2024;Latte;5;32,82;164,1;cartao;ANON-0000-0000-0443
31/07/2024;Cappuccino;2;32,82;65,64;cartao;ANON-0000-0000-0153
31/07/2024;Cortado;7;23,02;161,14;cartao;ANON-0000-0000-0443
31/07/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0040
31/07/2024;Latte;5;32,82;164,1;cartao;ANON-0000-0000-0444
31/07/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0445
31/07/2024;Latte;5;32,82;164,1;cartao;ANON-0000-0000-0446
01/08/2024;Americano with Milk;1;27,92;27,92;cartao;ANON-0000-0000-0423
01/08/2024;Americano with Milk;3;27,92;83,76;cartao;ANON-0000-0000-0276
01/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0097
01/08/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0447
01/08/2024;Cortado;6;23,02;138,12;cartao;ANON-0000-0000-0448
01/08/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0448
01/08/2024;Cappuccino;3;32,82;98,46;cartao;ANON-0000-0000-0449
01/08/2024;Americano with Milk;8;27,92;223,36;cartao;ANON-0000-0000-0423
01/08/2024;Americano with Milk;8;27,92;223,36;cartao;ANON-0000-0000-0450
01/08/2024;Americano;9;23,02;207,18;cartao;ANON-0000-0000-0450
01/08/2024;Americano;4;23,02;92,08;cartao;ANON-0000-0000-0451
01/08/2024;Cappuccino;1;32,82;32,82;cartao;ANON-0000-0000-0452
02/08/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0453
02/08/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0097
02/08/2024;Cortado;7;23,02;161,14;cartao;ANON-0000-0000-0141
02/08/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0454
02/08/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0009
03/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0097
03/08/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0401
03/08/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0401
03/08/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0304
03/08/2024;Cortado;10;23,02;230,2;cartao;ANON-0000-0000-0455
03/08/2024;Cortado;7;23,02;161,14;cartao;ANON-0000-0000-0455
03/08/2024;Espresso;7;18,12;126,84;cartao;ANON-0000-0000-0040
03/08/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0040
03/08/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0040
03/08/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0322
03/08/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0456
03/08/2024;Latte;4;32,82;131,28;cartao;ANON-0000-0000-0457
03/08/2024;Latte;5;32,82;164,1;cartao;ANON-0000-0000-0457
04/08/2024;Cappuccino;10;32,82;328,2;cartao;ANON-0000-0000-0458
04/08/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0040
04/08/2024;Cappuccino;5;32,82;164,1;cartao;ANON-0000-0000-0258
04/08/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0258
04/08/2024;Cappuccino;7;32,82;229,74;cartao;ANON-0000-0000-0268
04/08/2024;Cappuccino;8;32,82;262,56;cartao;ANON-0000-0000-0268
05/08/2024;Cortado;10;23,02;230,2;cartao;ANON-0000-0000-0459
05/08/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0097
05/08/2024;Cortado;1;23,02;23,02;cartao;ANON-0000-0000-0375
05/08/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0460
05/08/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0461
05/08/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0461
05/08/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0462
05/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0462
05/08/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0019
05/08/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0009
05/08/2024;Cocoa;4;32,82;131,28;cartao;ANON-0000-0000-0463
05/08/2024;Cocoa;4;32,82;131,28;cartao;ANON-0000-0000-0463
05/08/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0464
06/08/2024;Cortado;9;23,02;207,18;cartao;ANON-0000-0000-0375
06/08/2024;Hot Chocolate;3;32,82;98,46;cartao;ANON-0000-0000-0465
06/08/2024;Cappuccino;5;32,82;164,1;cartao;ANON-0000-0000-0466
06/08/2024;Latte;10;32,82;328,2;cartao;ANON-0000-0000-0466
06/08/2024;Cocoa;1;32,82;32,82;cartao;ANON-0000-0000-0466
06/08/2024;Latte;4;32,82;131,28;cartao;ANON-0000-0000-0019
06/08/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0467
06/08/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0468
07/08/2024;Americano with Milk;8;27,92;223,36;cartao;ANON-0000-0000-0453
07/08/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0003
07/08/2024;Americano;1;23,02;23,02;cartao;ANON-0000-0000-0003
07/08/2024;Espresso;4;18,12;72,48;cartao;ANON-0000-0000-0469
07/08/2024;Americano;2;23,02;46,04;cartao;ANON-0000-0000-0470
07/08/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0009
07/08/2024;Cocoa;2;32,82;65,64;cartao;ANON-0000-0000-0442
07/08/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0328
07/08/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0471
07/08/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0472
08/08/2024;Espresso;9;18,12;163,08;cartao;ANON-0000-0000-0141
08/08/2024;Cortado;2;23,02;46,04;cartao;ANON-0000-0000-0141
08/08/2024;Americano with Milk;3;27,92;83,76;cartao;ANON-0000-0000-0420
08/08/2024;Cortado;8;23,02;184,16;cartao;ANON-0000-0000-0141
08/08/2024;Cortado;7;23,02;161,14;cartao;ANON-0000-0000-0141
08/08/2024;Cappuccino;8;32,82;262,56;cartao;ANON-0000-0000-0473
08/08/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0474
08/08/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0311
09/08/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0475
09/08/2024;Americano;2;23,02;46,04;cartao;ANON-0000-0000-0476
09/08/2024;Cortado;6;23,02;138,12;cartao;ANON-0000-0000-0141
09/08/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0311
09/08/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0475
09/08/2024;Americano;7;23,02;161,14;cartao;ANON-0000-0000-0477
09/08/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0478
09/08/2024;Hot Chocolate;1;32,82;32,82;cartao;ANON-0000-0000-0479
10/08/2024;Cappuccino;8;32,82;262,56;cartao;ANON-0000-0000-0480
10/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0480
10/08/2024;Cortado;1;23,02;23,02;cartao;ANON-0000-0000-0141
10/08/2024;Cortado;5;23,02;115,1;cartao;ANON-0000-0000-0012
10/08/2024;Americano;4;23,02;92,08;cartao;ANON-0000-0000-0012
10/08/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0481
10/08/2024;Americano with Milk;8;27,92;223,36;cartao;ANON-0000-0000-0463
10/08/2024;Latte;1;32,82;32,82;cartao;ANON-0000-0000-0009
10/08/2024;Cocoa;1;32,82;32,82;cartao;ANON-0000-0000-0482
10/08/2024;Cocoa;4;32,82;131,28;cartao;ANON-0000-0000-0482
10/08/2024;Cocoa;9;32,82;295,38;cartao;ANON-0000-0000-0442
11/08/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0440
11/08/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0440
11/08/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0347
11/08/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0480
11/08/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0480
11/08/2024;Cortado;5;23,02;115,1;cartao;ANON-0000-0000-0141
11/08/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0483
11/08/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0484
11/08/2024;Cocoa;8;32,82;262,56;cartao;ANON-0000-0000-0484
11/08/2024;Cappuccino;3;32,82;98,46;cartao;ANON-0000-0000-0414
11/08/2024;Espresso;9;18,12;163,08;cartao;ANON-0000-0000-0485
11/08/2024;Cortado;6;23,02;138,12;cartao;ANON-0000-0000-0486
11/08/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0475
11/08/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0487
11/08/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0488
12/08/2024;Hot Chocolate;5;32,82;164,1;cartao;ANON-0000-0000-0367
12/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0489
12/08/2024;Americano;9;23,02;207,18;cartao;ANON-0000-0000-0490
12/08/2024;Latte;1;32,82;32,82;cartao;ANON-0000-0000-0490
12/08/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0491
12/08/2024;Espresso;6;18,12;108,72;cartao;ANON-0000-0000-0492
12/08/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0492
12/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0493
12/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0097
12/08/2024;Americano with Milk;8;27,92;223,36;cartao;ANON-0000-0000-0097
12/08/2024;Latte;1;32,82;32,82;cartao;ANON-0000-0000-0494
12/08/2024;Cappuccino;5;32,82;164,1;cartao;ANON-0000-0000-0134
12/08/2024;Cappuccino;5;32,82;164,1;cartao;ANON-0000-0000-0134
13/08/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0495
13/08/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0097
13/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0385
13/08/2024;Cortado;3;23,02;69,06;cartao;ANON-0000-0000-0141
13/08/2024;Latte;5;32,82;164,1;cartao;ANON-0000-0000-0496
13/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0497
13/08/2024;Latte;5;32,82;164,1;cartao;ANON-0000-0000-0494
13/08/2024;Cappuccino;8;32,82;262,56;cartao;ANON-0000-0000-0498
13/08/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0097
13/08/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0499
13/08/2024;Cocoa;7;32,82;229,74;cartao;ANON-0000-0000-0499
13/08/2024;Cappuccino;7;32,82;229,74;cartao;ANON-0000-0000-0500
13/08/2024;Cortado;1;23,02;23,02;cartao;ANON-0000-0000-0501
14/08/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0475
14/08/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0472
14/08/2024;Cortado;8;23,02;184,16;cartao;ANON-0000-0000-0141
14/08/2024;Espresso;5;18,12;90,6;cartao;ANON-0000-0000-0095
14/08/2024;Americano;1;23,02;23,02;cartao;ANON-0000-0000-0502
14/08/2024;Americano;4;23,02;92,08;cartao;ANON-0000-0000-0450
14/08/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0503
14/08/2024;Americano;1;23,02;23,02;cartao;ANON-0000-0000-0504
14/08/2024;Cortado;2;23,02;46,04;cartao;ANON-0000-0000-0505
14/08/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0506
14/08/2024;Latte;1;32,82;32,82;cartao;ANON-0000-0000-0012
14/08/2024;Cortado;5;23,02;115,1;cartao;ANON-0000-0000-0012
14/08/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0507
15/08/2024;Cortado;7;23,02;161,14;cartao;ANON-0000-0000-0141
15/08/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0508
15/08/2024;Hot Chocolate;5;32,82;164,1;cartao;ANON-0000-0000-0509
15/08/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0509
15/08/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0232
15/08/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0510
15/08/2024;Americano;3;23,02;69,06;cartao;ANON-0000-0000-0012
15/08/2024;Espresso;2;18,12;36,24;cartao;ANON-0000-0000-0012
15/08/2024;Americano with Milk;8;27,92;223,36;cartao;ANON-0000-0000-0511
15/08/2024;Hot Chocolate;4;32,82;131,28;cartao;ANON-0000-0000-0512
15/08/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0512
15/08/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0513
15/08/2024;Americano;6;23,02;138,12;cartao;ANON-0000-0000-0513
15/08/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0514
15/08/2024;Espresso;1;18,12;18,12;cartao;ANON-0000-0000-0040
15/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0040
16/08/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0513
16/08/2024;Americano;1;23,02;23,02;cartao;ANON-0000-0000-0515
16/08/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0429
16/08/2024;Espresso;10;18,12;181,2;cartao;ANON-0000-0000-0012
16/08/2024;Espresso;6;18,12;108,72;cartao;ANON-0000-0000-0012
17/08/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0097
17/08/2024;Cappuccino;5;32,82;164,1;cartao;ANON-0000-0000-0516
17/08/2024;Americano with Milk;1;27,92;27,92;cartao;ANON-0000-0000-0517
17/08/2024;Cortado;8;23,02;184,16;cartao;ANON-0000-0000-0141
17/08/2024;Cortado;2;23,02;46,04;cartao;ANON-0000-0000-0141
17/08/2024;Americano with Milk;1;27,92;27,92;cartao;ANON-0000-0000-0518
17/08/2024;Cortado;2;23,02;46,04;cartao;ANON-0000-0000-0277
17/08/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0192
17/08/2024;Cappuccino;10;32,82;328,2;cartao;ANON-0000-0000-0456
17/08/2024;Americano with Milk;1;27,92;27,92;cartao;ANON-0000-0000-0040
17/08/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0519
18/08/2024;Cappuccino;3;32,82;98,46;cartao;ANON-0000-0000-0520
18/08/2024;Cappuccino;5;32,82;164,1;cartao;ANON-0000-0000-0521
18/08/2024;Cortado;8;23,02;184,16;cartao;ANON-0000-0000-0141
18/08/2024;Americano with Milk;1;27,92;27,92;cartao;ANON-0000-0000-0522
18/08/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0463
18/08/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0040
18/08/2024;Americano with Milk;3;27,92;83,76;cartao;ANON-0000-0000-0523
18/08/2024;Americano with Milk;3;27,92;83,76;cartao;ANON-0000-0000-0523
18/08/2024;Americano;4;23,02;92,08;cartao;ANON-0000-0000-0523
18/08/2024;Americano;5;23,02;115,1;cartao;ANON-0000-0000-0523
19/08/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0524
19/08/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0524
19/08/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0507
19/08/2024;Cocoa;2;32,82;65,64;cartao;ANON-0000-0000-0491
20/08/2024;Cortado;6;23,02;138,12;cartao;ANON-0000-0000-0141
20/08/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0525
20/08/2024;Espresso;6;18,12;108,72;cartao;ANON-0000-0000-0526
20/08/2024;Cortado;8;23,02;184,16;cartao;ANON-0000-0000-0526
20/08/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0097
20/08/2024;Americano;1;23,02;23,02;cartao;ANON-0000-0000-0527
20/08/2024;Americano;7;23,02;161,14;cartao;ANON-0000-0000-0528
20/08/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0529
20/08/2024;Latte;4;32,82;131,28;cartao;ANON-0000-0000-0141
20/08/2024;Latte;3;32,82;98,46;cartao;ANON-0000-0000-0530
20/08/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0531
20/08/2024;Latte;4;32,82;131,28;cartao;ANON-0000-0000-0531
20/08/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0532
21/08/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0533
21/08/2024;Cortado;6;23,02;138,12;cartao;ANON-0000-0000-0141
21/08/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0375
21/08/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0276
21/08/2024;Cortado;9;23,02;207,18;cartao;ANON-0000-0000-0141
21/08/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0534
21/08/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0507
22/08/2024;Cortado;9;23,02;207,18;cartao;ANON-0000-0000-0141
22/08/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0419
22/08/2024;Americano with Milk;10;27,92;279,2;cartao;ANON-0000-0000-0535
22/08/2024;Latte;4;32,82;131,28;cartao;ANON-0000-0000-0510
22/08/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0536
22/08/2024;Cappuccino;10;32,82;328,2;cartao;ANON-0000-0000-0537
22/08/2024;Americano;3;23,02;69,06;cartao;ANON-0000-0000-0538
23/08/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0475
23/08/2024;Cortado;6;23,02;138,12;cartao;ANON-0000-0000-0141
23/08/2024;Latte;2;32,82;65,64;cartao;ANON-0000-0000-0425
23/08/2024;Americano;1;23,02;23,02;cartao;ANON-0000-0000-0225
23/08/2024;Americano;6;23,02;138,12;cartao;ANON-0000-0000-0225
23/08/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0419
23/08/2024;Cocoa;8;32,82;262,56;cartao;ANON-0000-0000-0539
23/08/2024;Americano;8;23,02;184,16;cartao;ANON-0000-0000-0539
23/08/2024;Cortado;1;23,02;23,02;cartao;ANON-0000-0000-0141
23/08/2024;Hot Chocolate;8;32,82;262,56;cartao;ANON-0000-0000-0540
23/08/2024;Americano;5;23,02;115,1;cartao;ANON-0000-0000-0541
23/08/2024;Americano;1;23,02;23,02;cartao;ANON-0000-0000-0542
23/08/2024;Latte;1;32,82;32,82;cartao;ANON-0000-0000-0507
24/08/2024;Cortado;8;23,02;184,16;cartao;ANON-0000-0000-0141
24/08/2024;Cortado;7;23,02;161,14;cartao;ANON-0000-0000-0141
24/08/2024;Cortado;8;23,02;184,16;cartao;ANON-0000-0000-0543
24/08/2024;Espresso;10;18,12;181,2;cartao;ANON-0000-0000-0544
24/08/2024;Espresso;10;18,12;181,2;cartao;ANON-0000-0000-0544
24/08/2024;Americano;2;23,02;46,04;cartao;ANON-0000-0000-0544
25/08/2024;Cortado;9;23,02;207,18;cartao;ANON-0000-0000-0141
25/08/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0408
25/08/2024;Americano;2;23,02;46,04;cartao;ANON-0000-0000-0408
25/08/2024;Cappuccino;4;32,82;131,28;cartao;ANON-0000-0000-0545
25/08/2024;Cappuccino;10;32,82;328,2;cartao;ANON-0000-0000-0546
25/08/2024;Latte;10;32,82;328,2;cartao;ANON-0000-0000-0077
26/08/2024;Cortado;6;23,02;138,12;cartao;ANON-0000-0000-0141
26/08/2024;Americano;9;23,02;207,18;cartao;ANON-0000-0000-0408
26/08/2024;Americano;6;23,02;138,12;cartao;ANON-0000-0000-0408
26/08/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0097
26/08/2024;Latte;9;32,82;295,38;cartao;ANON-0000-0000-0547
26/08/2024;Cappuccino;10;32,82;328,2;cartao;ANON-0000-0000-0548
26/08/2024;Americano;7;23,02;161,14;cartao;ANON-0000-0000-0003
26/08/2024;Americano;10;23,02;230,2;cartao;ANON-0000-0000-0003
26/08/2024;Americano with Milk;1;27,92;27,92;cartao;ANON-0000-0000-0549
26/08/2024;Latte;10;32,82;328,2;cartao;ANON-0000-0000-0549
26/08/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0550
27/08/2024;Latte;1;32,82;32,82;cartao;ANON-0000-0000-0375
28/08/2024;Americano with Milk;3;27,92;83,76;cartao;ANON-0000-0000-0551
28/08/2024;Cappuccino;10;32,82;328,2;cartao;ANON-0000-0000-0551
28/08/2024;Americano;4;23,02;92,08;cartao;ANON-0000-0000-0375
28/08/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0552
29/08/2024;Americano;4;23,02;92,08;cartao;ANON-0000-0000-0553
30/08/2024;Latte;10;32,82;328,2;cartao;ANON-0000-0000-0554
30/08/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0554
30/08/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0554
31/08/2024;Cortado;9;23,02;207,18;cartao;ANON-0000-0000-0371
31/08/2024;Americano with Milk;7;27,92;195,44;cartao;ANON-0000-0000-0555
31/08/2024;Espresso;3;18,12;54,36;cartao;ANON-0000-0000-0556
31/08/2024;Americano with Milk;3;27,92;83,76;cartao;ANON-0000-0000-0557
31/08/2024;Cortado;5;23,02;115,1;cartao;ANON-0000-0000-0141
31/08/2024;Cortado;5;23,02;115,1;cartao;ANON-0000-0000-0141
01/09/2024;Cortado;6;23,02;138,12;cartao;ANON-0000-0000-0141
01/09/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0558
01/09/2024;Americano with Milk;4;27,92;111,68;cartao;ANON-0000-0000-0181
01/09/2024;Americano;3;23,02;69,06;cartao;ANON-0000-0000-0181
01/09/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0559
01/09/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0560
01/09/2024;Americano with Milk;6;27,92;167,52;cartao;ANON-0000-0000-0385
01/09/2024;Latte;6;32,82;196,92;cartao;ANON-0000-0000-0561
01/09/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0562
01/09/2024;Latte;8;32,82;262,56;cartao;ANON-0000-0000-0563
02/09/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0425
02/09/2024;Americano with Milk;5;27,92;139,6;cartao;ANON-0000-0000-0564
02/09/2024;Latte;7;32,82;229,74;cartao;ANON-0000-0000-0565
02/09/2024;Americano with Milk;9;27,92;251,28;cartao;ANON-0000-0000-0566
02/09/2024;Cappuccino;6;32,82;196,92;cartao;ANON-0000-0000-0567
02/09/2024;Cocoa;3;32,82;98,46;cartao;ANON-0000-0000-0179
02/09/2024;Americano;6;23,02;138,12;cartao;ANON-0000-0000-0568
02/09/2024;Americano;3;23,02;69,06;cartao;ANON-0000-0000-0568
03/09/2024;Cocoa;10;32,82;328,2;cartao;ANON-0000-0000-0569
03/09/2024;Cappuccino;9;32,82;295,38;cartao;ANON-0000-0000-0168
03/09/2024;Latte;5;32,82;164,1;cartao;ANON-0000-0000-0570
03/09/2024;Americano with Milk;2;27,92;55,84;cartao;ANON-0000-0000-0571
03/09/2024;Cappuccino;5;32,82;164,1;cartao;ANON-0000-0000-0571
03/09/2024;Cocoa;4;32,82;131,28;cartao;ANON-0000-0000-0572
